Date,Category,Variable,Units,Year,Value
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2022,71.07
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2023,72.331
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2024,73.479
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2025,74.643
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2026,75.9
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2027,77.231
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2028,78.606
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2029,79.985
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2030,81.369
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2031,82.77
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2032,84.183
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,Ratio of potential GDP to potential hours worked in the NFB sector,2033,85.603
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2020,1.661
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2021,1.646
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2022,1.814
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2023,1.773
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2024,1.587
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2025,1.583
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2026,1.684
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2027,1.754
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2028,1.78
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2029,1.754
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2030,1.73
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2031,1.721
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2032,1.706
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Potential Labor Productivity,"Percentage change, annual rate",2033,1.687
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2020,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2021,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2022,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2023,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2024,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2025,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2026,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2027,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2028,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2029,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2030,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2031,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2032,0.329
2/15/2023 0:00,Potential GDP and Its Components (Nonfarm Business Sector) ,Capital Share of Income,Ratio,2033,0.329
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2020,111.144
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2021,115.62
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2022,122.868
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2023,127.592
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2024,131.066
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2025,134.004
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2026,136.842
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2027,139.614
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2028,142.422
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2029,145.27
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2030,148.158
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2031,151.08
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2032,154.036
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)",2012=100,2033,157.031
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2020,1.102
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2021,4.027
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2022,6.268
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2023,3.844
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2024,2.722
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2025,2.241
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2026,2.117
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2027,2.025
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2028,2.011
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2029,1.999
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2030,1.988
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2031,1.972
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2032,1.956
2/15/2023 0:00,Prices,"Price Index, Personal Consumption Expenditures (PCE)","Percentage change, annual rate",2033,1.944
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2020,113.464
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2021,117.388
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2022,123.267
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2023,128.056
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2024,131.813
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2025,135.109
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2026,138.229
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2027,141.194
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2028,144.116
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2029,147.038
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2030,149.988
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2031,152.968
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2032,155.98
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy",2012=100,2033,159.029
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2020,1.332
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2021,3.458
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2022,5.008
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2023,3.884
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2024,2.934
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2025,2.5
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2026,2.309
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2027,2.144
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2028,2.069
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2029,2.027
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2030,2.006
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2031,1.986
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2032,1.968
2/15/2023 0:00,Prices,"Price Index, PCE, Excluding food and energy","Percentage change, annual rate",2033,1.954
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2020,258.838
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2021,270.965
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2022,292.9
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2023,306.931
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2024,316.18
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2025,323.065
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2026,329.698
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2027,336.496
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2028,343.85
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2029,351.603
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2030,359.583
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2031,367.758
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2032,376.134
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)",1982-84=100,2033,384.723
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2020,1.248
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2021,4.685
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2022,8.095
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2023,4.79
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2024,3.013
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2025,2.177
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2026,2.053
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2027,2.062
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2028,2.185
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2029,2.254
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2030,2.269
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2031,2.273
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2032,2.277
2/15/2023 0:00,Prices,"Consumer Price Index, All Urban Consumers (CPI-U)","Percentage change, annual rate",2033,2.283
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2020,267.698
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2021,277.255
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2022,294.454
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2023,308.99
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2024,319.139
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2025,326.963
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2026,334.274
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2027,341.537
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2028,349.235
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2029,357.266
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2030,365.451
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2031,373.776
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2032,382.27
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy",1982-84=100,2033,390.958
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2020,1.707
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2021,3.569
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2022,6.203
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2023,4.936
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2024,3.284
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2025,2.451
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2026,2.235
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2027,2.172
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2028,2.253
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2029,2.299
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2030,2.291
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2031,2.278
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2032,2.272
2/15/2023 0:00,Prices,"CPI-U, Excluding Food and Energy","Percentage change, annual rate",2033,2.272
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2020,145.449
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2021,151.949
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2022,163.401
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2023,170.608
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2024,175.125
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2025,178.355
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2026,181.415
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2027,184.535
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2028,187.923
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2029,191.499
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2030,195.174
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2031,198.931
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2032,202.769
2/15/2023 0:00,Prices,Chained CPI-U,Dec 1999=100,2033,206.766
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2020,1.074
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2021,4.469
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2022,7.536
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2023,4.41
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2024,2.647
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2025,1.844
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2026,1.716
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2027,1.719
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2028,1.835
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2029,1.902
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2030,1.919
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2031,1.924
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2032,1.929
2/15/2023 0:00,Prices,Chained CPI-U,"Percentage change, annual rate",2033,1.971
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2020,113.814
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2021,118.923
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2022,127.201
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2023,131.958
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2024,135.26
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2025,138.139
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2026,140.996
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2027,143.824
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2028,146.72
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2029,149.668
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2030,152.667
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2031,155.706
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2032,158.766
2/15/2023 0:00,Prices,GDP Price Index,2012=100,2033,161.841
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2020,1.345
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2021,4.489
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2022,6.96
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2023,3.739
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2024,2.502
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2025,2.128
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2026,2.067
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2027,2.006
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2028,2.013
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2029,2.009
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2030,2.003
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2031,1.99
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2032,1.965
2/15/2023 0:00,Prices,GDP Price Index,"Percentage change, annual rate",2033,1.937
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2020,141.375
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2021,147.05
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2022,154.905
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2023,162.489
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2024,168.953
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2025,175.008
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2026,181.021
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2027,187.055
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2028,193.154
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2029,199.369
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2030,205.73
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2031,212.254
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2032,218.96
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries",December 2005=100,2033,225.853
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2020,2.911
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2021,4.014
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2022,5.341
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2023,4.896
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2024,3.977
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2025,3.584
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2026,3.435
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2027,3.333
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2028,3.26
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2029,3.217
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2030,3.19
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2031,3.171
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2032,3.159
2/15/2023 0:00,Prices,"Employment Cost Index (ECI), Private Wages and Salaries","Percentage change, annual rate",2033,3.148
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2020,37.27
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2021,65.36
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2022,93.2
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2023,76.82
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2024,72.92
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2025,70.96
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2026,70.19
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2027,70.57
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2028,72.49
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2029,75.04
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2030,77.69
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2031,80.39
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2032,82.53
2/15/2023 0:00,Prices,"Refiners' Acquisition Cost of Crude Oil, Imported",Dollars per barrel,2033,84.25
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2020,39.23
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2021,67.99
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2022,95.59
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2023,78.93
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2024,75.33
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2025,73.24
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2026,72.12
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2027,72.06
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2028,73.95
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2029,76.5
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2030,79.14
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2031,81.87
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2032,83.99
2/15/2023 0:00,Prices,"Price of Crude Oil, West Texas Intermediate (WTI)",Dollars per barrel,2033,85.74
